Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity
SOC SON DEVELOPMENT INV.,VT:DPS,DPS.HNO,5/6/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,SOC Son Development Investment,Active
SOC TRANG PUBLIC WORKS,VT:USD,USD.HNO,2/4/2020,2020,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",SOC Trang Public Works,Active
SOC TRANG WATER SUPPLY,VT:STW,STW.HNO,7/6/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",SOC Trang Water Supply,Active
SON HA DEVELOPMENT OF RENEWABLE ENERGY,VT:SHE,SHE.HN,1/25/2019,2019,Equities,Hanoi,Vietnam,Vietnamese Dong,Alternative Energy,Son Ha Development of Renewable Energy,Active
SON HA INTERNATIONAL,VT:SHI,SHI.HM,12/30/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Household Goods and Home Construction,Son Ha International,Active
SON HA SAI GON,VT:SHA,SHA.HM,1/21/2013,2013,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Metals and Mining,Son Ha Sai GON,Active
SON LA SUGAR,VT:SLS,SLS.HN,10/16/2012,2012,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Son La Sugar,Active
SON LA WATER SUPPLY,VT:NSL,NSL.HNO,8/29/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",Son La Water Supply,Active
SONADEZI CHAU DUC SHAREHOLDING COMPANY,VT:SZC,SZC.HM,1/15/2019,2019,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Sonadezi Chau Duc Shareholding Company,Active
SONADEZI CORPORATION,VT:SNZ,SNZ.HNO,11/20/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Sonadezi Corporation,Active
SONADEZI ENVIRONMENT,VT:SZE,SZE.HNO,12/9/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Sonadezi Environment,Active
SONADEZI GIANG DIEN,VT:SZG,SZG.HNO,12/27/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Sonadezi Giang Dien,Active
SONADEZI LONG BINH SHAREHOLDING COMPANY,VT:SZB,SZB.HN,12/20/2019,2019,Equities,Hanoi,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Sonadezi Long Binh Shareholding Company,Active
SONADEZI SERVICES,VT:SDV,SDV.HNO,4/22/2011,2011,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Support Services,Sonadezi Services,Active
